let geocoded_ice = 
`recipient_name,total_obligated_amount,Country,Address,County,City,State,"Zip4 Code","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"STRONG BUILDERS, INC",135500,USA,"648 FM 126",MERKEL,TAYLOR,TX,795364308,32.503387,-100.006826,1,rooftop,"648 Farm To Market Rd 126",,"Merkel, TX 79536",648,"Farm To Market Rd 126",,,Merkel,TX,"Taylor County",79536,US,"City of Abilene"
"OOKLA, LLC",134984,USA,"1524 5TH AVE",SEATTLE,KING,WA,981011654,47.611594,-122.336015,1,rooftop,"1524 5th Ave",,"Seattle, WA 98101",1524,"5th Ave",,,Seattle,WA,"King County",98101,US,"City of Seattle"
"VERSATERM PUBLIC SAFETY US INC",134193.36,USA,"1 N MACDONALD STE 500",MESA,MARICOPA,AZ,852017346,33.415498,-111.833845,1,rooftop,"1 N Macdonald","Ste 500","Mesa, AZ 85201",1,"N Macdonald",Ste,500,Mesa,AZ,"Maricopa County",85201,US,"City of Mesa"
"ETS-LINDGREN INC",133600,USA,"1360 N WOOD DALE RD STE G","WOOD DALE",DUPAGE,IL,601911075,41.989405,-87.98053,0.8,rooftop,"1360 Wood Dale Rd","Ste G","Wood Dale, IL 60191",1360,"Wood Dale Rd",Ste,G,"Wood Dale",IL,"Dupage County",60191,US,Dupage
"NOBLIS, INC.",133569.67,USA,"620 DISCOVERY DRIVE NW, BUILDING 2, SUITE 205",HUNTSVILLE,MADISON,AL,358062828,34.729767,-86.67524,1,rooftop,"620 Discovery Dr NW","Bldg 2","Huntsville, AL 35806",620,"Discovery Dr NW",Bldg,2,Huntsville,AL,"Madison County",35806,US,"City of Huntsville"
"MYSTAIRE INC",132795,USA,"1200 TELECOM DR",CREEDMOOR,GRANVILLE,NC,275229463,36.135951,-78.730044,1,rooftop,"1200 Telecom Dr",,"Creedmoor, NC 27522",1200,"Telecom Dr",,,Creedmoor,NC,"Granville County",27522,US,"NC Geographic Information Coordinating Council"
"PENDAR TECHNOLOGIES LLC",132717.89,USA,"30 SPINELLI PL",CAMBRIDGE,MIDDLESEX,MA,21381070,42.3919,-71.153279,1,rooftop,"30 Spinelli Pl",,"Cambridge, MA 02138",30,"Spinelli Pl",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
"BULFINCH UNIT A OWNER LLC",131250,USA,"1 CONGRESS ST",BOSTON,SUFFOLK,MA,21142023,42.362641,-71.060024,1,rooftop,"1 Congress St",,"Boston, MA 02114",1,"Congress St",,,Boston,MA,"Suffolk County",02114,US,"City of Boston"
"GALVION LTD",131088.18,USA,"160 CORPORATE DR",PORTSMOUTH,ROCKINGHAM,NH,38016815,43.080798,-70.797113,1,rooftop,"160 Corporate Dr",,"Portsmouth, NH 03801",160,"Corporate Dr",,,Portsmouth,NH,"Rockingham County",03801,US,"Statewide NH"
"DIGITAL PATH INC",129600,USA,"1065 MARAUDER ST",CHICO,BUTTE,CA,959739039,39.802296,-121.852114,1,rooftop,"1065 Marauder St",,"Chico, CA 95973",1065,"Marauder St",,,Chico,CA,"Butte County",95973,US,"Butte (Butte County)"
"BLUEPATH LABS LLC",129570.39,USA,"2101 L ST NW STE 800",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200371657,38.904011,-77.046882,1,rooftop,"2101 L St NW","Ste 800","Washington, DC 20037",2101,"L St NW",Ste,800,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
"S&P GLOBAL MARKET INTELLIGENCE LLC",129500,USA,"55 WATER ST FL 40","NEW YORK","NEW YORK",NY,100410004,40.703394,-74.009761,1,rooftop,"55 Water St","Fl 40","New York, NY 10041",55,"Water St",Fl,40,"New York",NY,"New York County",10041,US,"City of New York"
"V3GATE, LLC",129489.9,USA,"555 MIDDLE CREEK PKWY STE 120","COLORADO SPRINGS","EL PASO",CO,809213798,39.006959,-104.818146,1,rooftop,"555 Middle Creek Pkwy","Unit 120","Colorado Springs, CO 80921",555,"Middle Creek Pkwy",Unit,120,"Colorado Springs",CO,"El Paso County",80921,US,"El Paso"
"ADB CONSULTING SERVICES LLC",128540.77,USA,"12809 WOODMORE NORTH BLVD",BOWIE,"PRINCE GEORGE'S",MD,207204771,38.970002,-76.778665,1,rooftop,"12809 Woodmore North Blvd",,"Bowie, MD 20720",12809,"Woodmore North Blvd",,,Bowie,MD,"Prince George's County",20720,US,"Prince Georges"
"SILVER EAGLE GROUP NORTHERN VIRGINIA LLC",127050,USA,"21550 BEAUMEADE CIR",ASHBURN,LOUDOUN,VA,201476051,39.020053,-77.453888,1,rooftop,"21550 Beaumeade Cir",,"Ashburn, VA 20147",21550,"Beaumeade Cir",,,Ashburn,VA,"Loudoun County",20147,US,Loudoun
"TEEL, INC.",125965,USA,"22 KNIGHT ST",NORWALK,"WESTERN CONNECTICUT",CT,68514747,41.119546,-73.41068,1,rooftop,"22 Knight St",,"Norwalk, CT 06851",22,"Knight St",,,Norwalk,CT,"Western Connecticut Planning Region",06851,US,"City of Norwalk"
"CAPRICE ELECTRONICS, INC",125076.48,USA,"2902 W 37 ST",BROOKLYN,KINGS,NY,112241412,40.574628,-74.002925,1,rooftop,"2902 W 37th St",,"Brooklyn, NY 11224",2902,"W 37th St",,,Brooklyn,NY,"Kings County",11224,US,"City of New York"
"CHARIOT COURIER & TRANSPORTATION SERVICES LIMITED LIABILITY COMPANY",124012,USA,"7 PARR DR",SAYREVILLE,MIDDLESEX,NJ,88721084,40.471165,-74.357503,1,rooftop,"7 Parr Dr",,"Sayreville, NJ 08872",7,"Parr Dr",,,Sayreville,NJ,"Middlesex County",08872,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"ALEGNA INC",122130.4,USA,"2810 N KINGSTON DR",PEORIA,PEORIA,IL,616042145,40.723166,-89.640867,1,rooftop,"2810 N Kingston Dr",,"Peoria, IL 61604",2810,"N Kingston Dr",,,Peoria,IL,"Peoria County",61604,US,Peoria
"TADE GROUP, LLC",122033.7,USA,"1725 I ST NW STE 300",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200062423,38.901627,-77.040357,1,rooftop,"1725 I St NW","Ste 300","Washington, DC 20006",1725,"I St NW",Ste,300,Washington,DC,"District of Columbia",20006,US,"Statewide (City of Washington)"
SOURCEAMERICA,121229.92,USA,"8401 OLD COURTHOUSE RD",VIENNA,FAIRFAX,VA,221823820,38.914749,-77.235712,1,rooftop,"8401 Old Courthouse Rd",,"Vienna, VA 22182",8401,"Old Courthouse Rd",,,Vienna,VA,"Fairfax County",22182,US,Fairfax
"OGIS COMMUNICATION GROUP INC",121000,USA,"1550 MAGNOLIA DR STE J",CINCINNATI,HAMILTON,OH,452151914,39.247023,-84.449544,1,rooftop,"1550 Magnolia Dr","Ste J","Cincinnati, OH 45215",1550,"Magnolia Dr",Ste,J,Cincinnati,OH,"Hamilton County",45215,US,Hamilton
"ACCURACY INTERNATIONAL OF NORTH AMERICA, INC.",119353.44,USA,"3410 SHANNON PARK DR",FREDERICKSBURG,SPOTSYLVANIA,VA,224082373,38.268336,-77.451914,1,rooftop,"3410 Shannon Park Dr",,"Fredericksburg, VA 22408",3410,"Shannon Park Dr",,,Fredericksburg,VA,"Spotsylvania County",22408,US,Spotsylvania
"MAINSCAPE INC",119105.68,USA,"13418 BRITTON PARK RD",FISHERS,HAMILTON,IN,460383583,39.985873,-86.006747,1,rooftop,"13418 Britton Park Rd",,"Fishers, IN 46038",13418,"Britton Park Rd",,,Fishers,IN,"Hamilton County",46038,US,Hamilton
"LIFE SAFETY GROUP, LLC",119040,USA,"12512 KNIGHTSBRIDGE CT",ROCKVILLE,MONTGOMERY,MD,208503731,39.060905,-77.2018,1,rooftop,"12512 Knightsbridge Ct",,"Rockville, MD 20850",12512,"Knightsbridge Ct",,,Rockville,MD,"Montgomery County",20850,US,Montgomery
"VOLTER ELECTRICAL CONSTRUCTION CORP",118782.24,USA,"14081 PEBBLE HILLS BLVD.","EL PASO","EL PASO",TX,799382666,31.782337,-106.237029,1,rooftop,"14081 Pebble Hills Blvd",,"El Paso, TX 79938",14081,"Pebble Hills Blvd",,,"El Paso",TX,"El Paso County",79938,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"SIGNALSCAPE INC",117751.79,USA,"200 REGENCY FOREST DR STE 310",CARY,WAKE,NC,275188695,35.733415,-78.791375,1,rooftop,"200 Regency Forest Dr","Ste 310","Cary, NC 27518",200,"Regency Forest Dr",Ste,310,Cary,NC,"Wake County",27518,US,Cary
"ADVANCED BUSINESS SOFTWARE CONSULTING, LLC",117300,USA,"11890 SUNRISE VALLEY DR STE 515",RESTON,FAIRFAX,VA,201913302,38.946111,-77.35852,1,rooftop,"11890 Sunrise Valley Dr","Ste 515","Reston, VA 20191",11890,"Sunrise Valley Dr",Ste,515,Reston,VA,"Fairfax County",20191,US,Fairfax
"Z BAR SUPPLY COMPANY LLC",116757,USA,"230 COUNTY ROAD 65",MULESHOE,LAMB,TX,793475240,34.292143,-102.561766,1,rooftop,"230 County Rd 65",,"Muleshoe, TX 79347",230,"County Rd 65",,,Muleshoe,TX,"Lamb County",79347,US,"Statewide TX"
"BATTELLE MEMORIAL INSTITUTE",116176.66,USA,"505 KING AVE",COLUMBUS,FRANKLIN,OH,432012696,39.989231,-83.021535,1,rooftop,"505 King Ave",,"Columbus, OH 43201",505,"King Ave",,,Columbus,OH,"Franklin County",43201,US,"City of Columbus"
"BOTACH INC.",115905.9,USA,"4775 W HARMON AVE","LAS VEGAS",CLARK,NV,891035215,36.108008,-115.206029,1,range_interpolation,"4775 W Harmon Ave",,"Las Vegas, NV 89103",4775,"W Harmon Ave",,,"Las Vegas",NV,"Clark County",89103,US,"TIGER/Line® dataset from the US Census Bureau"
"SOUTHSIDE GARAGE AND USED AUTO PARTS LLC",115770,USA,"333 BRENNAN RD",COLUMBUS,MUSCOGEE,GA,319032010,32.445183,-84.943788,1,rooftop,"333 Brennan Rd",,"Columbus, GA 31903",333,"Brennan Rd",,,Columbus,GA,"Muscogee County",31903,US,"Muscogee (Muscogee County)"
"VISUAL LANGUAGE PROFESSIONALS LLC",115241.92,USA,"12938 LEMUR LN",CYPRESS,HARRIS,TX,774293513,29.990147,-95.621323,1,rooftop,"12938 Lemur Ln",,"Cypress, TX 77429",12938,"Lemur Ln",,,Cypress,TX,"Harris County",77429,US,"City of Houston"
"ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY",115237.3,USA,"640 HOPMEADOW ST",SIMSBURY,CAPITOL,CT,60702420,41.867992,-72.806448,0.9,range_interpolation,"640 Hopmeadow St",,"Simsbury, CT 06070",640,"Hopmeadow St",,,Simsbury,CT,"Capitol Planning Region",06070,US,"TIGER/Line® dataset from the US Census Bureau"
"IRONCOMPANY.COM, LLC",115193,USA,"14325 GILLIS RD STE 150","FARMERS BRANCH",DALLAS,TX,75244,32.942582,-96.835033,1,rooftop,"14325 Gillis Rd","Ste 150","Dallas, TX 75244",14325,"Gillis Rd",Ste,150,Dallas,TX,"Dallas County",75244,US,Dallas
"COUNTY OF PALM BEACH",114165,USA,"3228 GUN CLUB RD","WEST PALM BEACH","PALM BEACH",FL,334063001,26.671766,-80.092483,1,rooftop,"3228 Gun Club Rd",,"West Palm Beach, FL 33406",3228,"Gun Club Rd",,,"West Palm Beach",FL,"Palm Beach County",33406,US,"Palm Beach (Public Domain Palm Beach County)"
"MERRIMAC PETROLEUM, INC",110709.97,USA,"3738 BAYER AVE STE 204","LONG BEACH","LOS ANGELES",CA,908081883,33.826451,-118.144191,1,rooftop,"3738 Bayer Ave","Ste 204","Long Beach, CA 90808",3738,"Bayer Ave",Ste,204,"Long Beach",CA,"Los Angeles County",90808,US,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)"
"PERFECT FIT",110515,USA,"39 STETSON RD",CORINNA,PENOBSCOT,ME,49283617,44.919184,-69.257819,1,rooftop,"39 Stetson Rd",,"Corinna, ME 04928",39,"Stetson Rd",,,Corinna,ME,"Penobscot County",04928,US,"Maine Office of GIS"
"EWA GOVERNMENT SYSTEMS, INC.",110000,USA,"13873 PARK CENTER RD STE 500",HERNDON,FAIRFAX,VA,201713251,38.934471,-77.428684,1,rooftop,"13873 Park Center Rd","Ste 500","Herndon, VA 20171",13873,"Park Center Rd",Ste,500,Herndon,VA,"Fairfax County",20171,US,Fairfax
"ACE PARKING MANAGEMENT INC",109650,USA,"645 ASH ST","SAN DIEGO","SAN DIEGO",CA,921013211,32.719717,-117.158666,1,rooftop,"645 Ash St",,"San Diego, CA 92101",645,"Ash St",,,"San Diego",CA,"San Diego County",92101,US,"City of San Diego (ODC PDDL)"
"TYLER FEDERAL, LLC",109130.71,USA,"12901 WORLDGATE DR STE 800",HERNDON,FAIRFAX,VA,201706014,38.954818,-77.391486,1,rooftop,"12901 Worldgate Dr","Ste 800","Herndon, VA 20170",12901,"Worldgate Dr",Ste,800,Herndon,VA,"Fairfax County",20170,US,Fairfax
"CAPTURE TECHNOLOGIES, INC.",106120.95,USA,"6060 SUNRISE VISTA DR","CITRUS HEIGHTS",SACRAMENTO,CA,956107071,38.676858,-121.263904,1,rooftop,"6060 Sunrise Vista Dr",,"Citrus Heights, CA 95610",6060,"Sunrise Vista Dr",,,"Citrus Heights",CA,"Sacramento County",95610,US,"Sacramento (Sacramento County CC BY 4.0)"
"SOFTWARE INFORMATION RESOURCE CORP.",105617.08,USA,"730 24TH ST NW STE 3",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200372500,38.899125,-77.051736,1,rooftop,"730 24th St NW","Ste 3","Washington, DC 20037",730,"24th St NW",Ste,3,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
"CANON U.S.A., INC.",104553.36,USA,"4100 N. FAIRFAX DRIVE, SUITE 200",ARLINGTON,ARLINGTON,VA,222031678,38.881884,-77.109673,0.8,rooftop,"4100 Fairfax Dr","Ste 200","Arlington, VA 22203",4100,"Fairfax Dr",Ste,200,Arlington,VA,"Arlington County",22203,US,Arlington
"A&A HARRIS ENTERPRISES",104426.58,USA,"2209 HARBOR BAY PKWY",ALAMEDA,ALAMEDA,CA,945023026,37.730175,-122.248152,0.75,nearest_rooftop_match,"2203 Harbor Bay Pw",,"Alameda, CA 94502",2203,"Harbor Bay Pw",,,Alameda,CA,"Alameda County",94502,US,"Alameda (Alameda County)"
"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",104186.25,USA,"425 SOLEDAD STE 800","SAN ANTONIO",BEXAR,TX,782051553,29.428965,-98.493614,1,rooftop,"425 Soledad St","Ste 800","San Antonio, TX 78205",425,"Soledad St",Ste,800,"San Antonio",TX,"Bexar County",78205,US,"City of San Antonio"
"SECURADYNE SYSTEMS INTERMEDIATE LLC",102113.96,USA,"3440 SOJOURN DR STE 220",CARROLLTON,DALLAS,TX,750062396,32.98243,-96.840277,1,rooftop,"3440 Sojourn Dr","Ste 220","Carrollton, TX 75006",3440,"Sojourn Dr",Ste,220,Carrollton,TX,"Dallas County",75006,US,Dallas
"DLT SOLUTIONS, LLC",101421.41,USA,"2411 DULLES CORNER PARK SUITE 800",HERNDON,FAIRFAX,VA,201716168,38.957309,-77.424381,1,rooftop,"2411 Dulles Corner Park","Ste 800","Herndon, VA 20171",2411,"Dulles Corner Park",Ste,800,Herndon,VA,"Fairfax County",20171,US,Fairfax
"COMCAST CABLE COMMUNICATIONS, LLC",101093.75,USA,"8590 WEST TIDWELL",HOUSTON,HARRIS,TX,770405569,29.851392,-95.522589,1,rooftop,"8590 W Tidwell Rd",,"Houston, TX 77040",8590,"W Tidwell Rd",,,Houston,TX,"Harris County",77040,US,"City of Houston"
"BMT CONSULTING, INC.",100188,USA,"1337 LOCUST RD NW",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200121325,38.98569,-77.031263,1,rooftop,"1337 Locust Rd NW",,"Washington, DC 20012",1337,"Locust Rd NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"BRANDON STAFFING SOLUTIONS LLC",97804.25,USA,"207 HAMPSTEAD DR",WYLIE,COLLIN,TX,750987385,33.013728,-96.589935,1,rooftop,"207 Hampstead Dr",,"Wylie, TX 75098",207,"Hampstead Dr",,,Wylie,TX,"Collin County",75098,US,Plano
"UTAH COMMUNICATIONS AUTHORITY",97702,USA,"5215 W WILEY POST WAY STE 550","SALT LAKE CITY","SALT LAKE",UT,841163132,40.773846,-112.016642,1,rooftop,"5215 W Wiley Post Way","Ste 550","Salt Lake City, UT 84116",5215,"W Wiley Post Way",Ste,550,"Salt Lake City",UT,"Salt Lake County",84116,US,"Utah AGRC (and individual UT counties)"
"TONERQUEST INC.",97500,USA,"241 37TH ST STE 302",BROOKLYN,KINGS,NY,112322417,40.655921,-74.00828,1,rooftop,"241 37th St","Ste 302","Brooklyn, NY 11232",241,"37th St",Ste,302,Brooklyn,NY,"Kings County",11232,US,"City of New York"
"ECOLAB INC",96126.74,USA,"1 ECOLAB PL","SAINT PAUL",RAMSEY,MN,551022739,44.946725,-93.098112,1,rooftop,"1 Ecolab Pl",,"Saint Paul, MN 55102",1,"Ecolab Pl",,,"Saint Paul",MN,"Ramsey County",55102,US,"Ramsey County"
"AUGUST SCHELL ENTERPRISES, INC.",95946.66,USA,"1700 ROCKVILLE PIKE STE 405",ROCKVILLE,MONTGOMERY,MD,208521631,39.061911,-77.122665,1,rooftop,"1700 Rockville Pike","Ste 405","Rockville, MD 20852",1700,"Rockville Pike",Ste,405,Rockville,MD,"Montgomery County",20852,US,Montgomery
"DELUXE DELIVERY SYSTEMS INC.",95692,USA,"64 W 48TH ST 4TH FL","NEW YORK","NEW YORK",NY,100361716,40.758312,-73.980793,1,rooftop,"64 W 48th St","Fl 4","New York, NY 10036",64,"W 48th St",Fl,4,"New York",NY,"New York County",10036,US,"City of New York"
"WOODLAND PARK RANGE II LLC",94920,USA,"1267 MCBRIDE AVE","WOODLAND PARK",PASSAIC,NJ,7424,40.889966,-74.216493,1,rooftop,"1267 McBride Ave",,"Woodland Park, NJ 07424",1267,"McBride Ave",,,"Woodland Park",NJ,"Passaic County",07424,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"CROSSROADS COURIER INC",94758.97,USA,"2008 ALTOM CT","SAINT LOUIS","ST. LOUIS",MO,631464151,38.695778,-90.439953,1,rooftop,"2008 Altom Ct",,"Saint Louis, MO 63146",2008,"Altom Ct",,,"Saint Louis",MO,"St. Louis County",63146,US,"St Louis (CC0)"
"SHI INTERNATIONAL CORP",94704.62,USA,"290 DAVIDSON AVE STE 101",SOMERSET,SOMERSET,NJ,88734179,40.531161,-74.527007,1,rooftop,"290 Davidson Ave","Ste 101","Somerset, NJ 08873",290,"Davidson Ave",Ste,101,Somerset,NJ,"Somerset County",08873,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"VETERAN TECHNOLOGY PARTNERS II LLC",93786.6,USA,"20 W KINZIE ST STE 17",CHICAGO,COOK,IL,606546393,41.889495,-87.628931,1,rooftop,"20 W Kinzie St","Ste 17","Chicago, IL 60654",20,"W Kinzie St",Ste,17,Chicago,IL,"Cook County",60654,US,"City of Chicago"
"PREFERRED MEAL SYSTEMS, INC.",93602.48,USA,"5240 ST CHARLES RD",BERKELEY,COOK,IL,601630000,41.889627,-87.89974,1,rooftop,"5240 St Charles Rd",,"Berkeley, IL 60163",5240,"St Charles Rd",,,Berkeley,IL,"Cook County",60163,US,Cook
"LEADSONLINE PARENT, LLC",92546,USA,"6900 DALLAS PKWY STE 825",PLANO,COLLIN,TX,750244200,33.073005,-96.823101,1,rooftop,"6900 Dallas Pkwy","Ste 825","Plano, TX 75024",6900,"Dallas Pkwy",Ste,825,Plano,TX,"Collin County",75024,US,Plano
"ESCARPMENT ARMS INC",92364.75,USA,"1312 RIDGE RD",LEWISTON,NIAGARA,NY,140929749,43.17717,-78.987339,1,rooftop,"1312 Ridge Rd",,"Lewiston, NY 14092",1312,"Ridge Rd",,,Lewiston,NY,"Niagara County",14092,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"LEADSONLINE LLC",91912,USA,"6900 DALLAS PKWY STE 825",PLANO,COLLIN,TX,750244200,33.073005,-96.823101,1,rooftop,"6900 Dallas Pkwy","Ste 825","Plano, TX 75024",6900,"Dallas Pkwy",Ste,825,Plano,TX,"Collin County",75024,US,Plano
"RELIANCE CONTRACTORS INC",91722.08,USA,"1800 SW 1ST AVE STE 605",MIAMI,MIAMI-DADE,FL,331291181,25.757925,-80.199213,1,rooftop,"1800 SW 1st Ave","Ste 605","Miami, FL 33129",1800,"SW 1st Ave",Ste,605,Miami,FL,"Miami-Dade County",33129,US,"City of Miami"
"ACTION TARGET INC",91209.15,USA,"3411 S MOUNTAIN VISTA PKWY",PROVO,UTAH,UT,846065563,40.192829,-111.619191,1,rooftop,"3411 S Mountain Vista Pkwy",,"Provo, UT 84606",3411,"S Mountain Vista Pkwy",,,Provo,UT,"Utah County",84606,US,"City of Provo"
"CONTINENTAL TRANSPORTATION SOLUTIONS INC",89846.48,USA,"11697 W GRAND AVE",NORTHLAKE,COOK,IL,601641302,41.930596,-87.918523,1,rooftop,"11697 W Grand Ave",,"Melrose Park, IL 60164",11697,"W Grand Ave",,,"Melrose Park",IL,"Cook County",60164,US,Cook
"CRYPTO ASSET TECHNOLOGY LABS INC",89700,USA,"1010 S FEDERAL HWY FL 14","HALLANDALE BEACH",BROWARD,FL,330097181,25.974676,-80.142921,1,rooftop,"1010 S Federal Hwy",14,"Hallandale Beach, FL 33009",1010,"S Federal Hwy",,14,"Hallandale Beach",FL,"Broward County",33009,US,Broward
"ALL HANDS FIRE EQUIPMENT LLC",89104.98,USA,"7 THIRD AVENUE",NEPTUNE,MONMOUTH,NJ,77536513,40.200098,-74.021216,1,rooftop,"7 3rd Ave",,"Neptune, NJ 07753",7,"3rd Ave",,,Neptune,NJ,"Monmouth County",07753,US,Monmouth
"OXYGEN FORENSICS INC",88676.3,USA,"909 N WASHINGTON ST # 300",ALEXANDRIA,"ALEXANDRIA (CITY)",VA,223145510,38.814672,-77.044262,1,rooftop,"909 N Washington St","Ste 300","Alexandria, VA 22314",909,"N Washington St",Ste,300,Alexandria,VA,"Alexandria City",22314,US,"City of Alexandria"
"MASHIMA ELECTRIC LLC",88438.09,USA,"91-1012 IPOLANI ST",KAPOLEI,HONOLULU,HI,967073062,21.337517,-158.061654,1,rooftop,"91-1012 Ipolani St",,"Kapolei, HI 96707",91-1012,"Ipolani St",,,Kapolei,HI,"Honolulu County",96707,US,"City And County of Honolulu"
"TRIVAN TRUCK BODY, LLC",88373,USA,"1385 W SMITH RD",FERNDALE,WHATCOM,WA,982488930,48.832743,-122.55669,1,rooftop,"1385 W Smith Rd",,"Ferndale, WA 98248",1385,"W Smith Rd",,,Ferndale,WA,"Whatcom County",98248,US,"City of Bellingham"
"BUSINESS AND ENGINEERING SYSTEMS CORP",88200,USA,"20098 ASHBROOK PL STE 200",ASHBURN,LOUDOUN,VA,201473393,39.060914,-77.463347,1,rooftop,"20098 Ashbrook Pl","Ste 200","Ashburn, VA 20147",20098,"Ashbrook Pl",Ste,200,Ashburn,VA,"Loudoun County",20147,US,Loudoun
"ABM FEDERAL SALES, INC.",87397.86,USA,"625 MARYVILLE CENTRE DR STE 160","SAINT LOUIS","ST. LOUIS",MO,631415834,38.644216,-90.496546,1,rooftop,"625 Maryville Centre Dr","Ste 160","Saint Louis, MO 63141",625,"Maryville Centre Dr",Ste,160,"Saint Louis",MO,"St. Louis County",63141,US,"St Louis (CC0)"
"PELLERIN MILNOR CORPORATION",87277.25,USA,"700 JACKSON ST",KENNER,JEFFERSON,LA,700627774,29.977722,-90.239087,1,rooftop,"700 Jackson St",,"Kenner, LA 70062",700,"Jackson St",,,Kenner,LA,"Jefferson Parish",70062,US,"Jefferson Parish"
"DOCUMENT IMAGING DIMENSIONS INC.",86944.18,USA,"205 BEAVER ST",YORKVILLE,KENDALL,IL,605601720,41.631383,-88.445121,1,rooftop,"205 Beaver St",,"Yorkville, IL 60560",205,"Beaver St",,,Yorkville,IL,"Kendall County",60560,US,Kendall
"HIBLER NEIL S PHD ABBP",86550,USA,"6565 BROOKS PL","FALLS CHURCH",FAIRFAX,VA,220441106,38.848845,-77.170275,1,rooftop,"6565 Brooks Pl",,"Falls Church, VA 22044",6565,"Brooks Pl",,,"Falls Church",VA,"Fairfax County",22044,US,Fairfax
"SAF ENG ASSOCIATES INC",86427,USA,"301 CENTER ST","ENGLEWOOD CLIFFS",BERGEN,NJ,76321622,40.873305,-73.956915,1,rooftop,"301 Center St",,"Englewood Cliffs, NJ 07632",301,"Center St",,,"Englewood Cliffs",NJ,"Bergen County",07632,US,Bergen
"IPQUALITYSCORE, LLC",86387.89,USA,"600 BRICKELL AVE STE 3500",MIAMI,MIAMI-DADE,FL,331313090,25.767503,-80.190516,1,rooftop,"600 Brickell Ave","Ste 3500","Miami, FL 33131",600,"Brickell Ave",Ste,3500,Miami,FL,"Miami-Dade County",33131,US,"City of Miami"
"LIVEU INC.",86359.2,USA,"2 UNIVERSITY PLZ STE 505",HACKENSACK,BERGEN,NJ,76016210,40.895818,-74.039467,1,range_interpolation,"2 University Plz","Ste 505","Hackensack, NJ 07601",2,"University Plz",Ste,505,Hackensack,NJ,"Bergen County",07601,US,"TIGER/Line® dataset from the US Census Bureau"
"OER SERVICES LLC",85500,USA,"717 S VERMONT ST",PALATINE,COOK,IL,600677138,42.097443,-88.035993,1,rooftop,"717 S Vermont St",,"Palatine, IL 60067",717,"S Vermont St",,,Palatine,IL,"Cook County",60067,US,Cook
"KOOLER ICE, INC",84880,USA,"510 DUNBAR RD",BYRON,PEACH,GA,310087675,32.650838,-83.73451,1,rooftop,"510 Dunbar Rd",,"Byron, GA 31008",510,"Dunbar Rd",,,Byron,GA,"Peach County",31008,US,Peach
"AJIDE TECHNOLOGY CORP",84296.54,USA,"435 SPRING AIR DR",ALLEN,COLLIN,TX,750025319,33.119057,-96.654613,1,rooftop,"435 Spring Air Dr",,"Allen, TX 75002",435,"Spring Air Dr",,,Allen,TX,"Collin County",75002,US,Plano
"AMERICAN IMMIGRATION LAWYERS ASSOCIATION",84256,USA,"1331 G ST NW STE 300",WASHINGTON,"DISTRICT OF COLUMBIA",DC,200053101,38.898576,-77.031261,1,rooftop,"1331 G St NW","Ste 300","Washington, DC 20005",1331,"G St NW",Ste,300,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"OMNI BUSINESS SYSTEMS, INC",84253.44,USA,"2850 EISENHOWER AVE",ALEXANDRIA,"ALEXANDRIA (CITY)",VA,223144565,38.801979,-77.081691,1,rooftop,"2850 Eisenhower Ave",,"Alexandria, VA 22314",2850,"Eisenhower Ave",,,Alexandria,VA,"Alexandria City",22314,US,"City of Alexandria"
"SWANK MOTION PICTURES, INC.",83160.45,USA,"10795 WATSON RD","SAINT LOUIS","ST. LOUIS",MO,631271012,38.555228,-90.412484,1,rooftop,"10795 Watson Rd",,"Saint Louis, MO 63127",10795,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63127,US,"St Louis (CC0)"
